language,dialect,accent,text
Luri,"Luri, Southern (Iran)",General,از بی خوب بی کم درد گرفتم
Luri,"Luri, Southern (Iran)",General,سیچه 
Luri,"Luri, Southern (Iran)",General,قد یه ادم خطرناکی خرده
Luri,"Luri, Southern (Iran)",General,خدا ایدونه خدیجه
Luri,"Luri, Southern (Iran)",General,ایقدم نخوبه که هی بگی و بخندی
Luri,"Luri, Southern (Iran)",General,می کسی دین داته
Luri,"Luri, Southern (Iran)",General,نون گنم سی هضم کم اهنی ایخو
Luri,"Luri, Southern (Iran)",General,و دستش او توک نیکنه - ای ادم مهلی گنسه
Luri,"Luri, Southern (Iran)",General,چاقوی تیز سی بره ی نره
Luri,"Luri, Southern (Iran)",General,سی خوت بخر سی مردم بپوش
Luri,"Luri, Southern (Iran)",General,سفره بوت سر کیچه ی
Luri,"Luri, Southern (Iran)",General,ای شکوفیل چق قشنگن
Luri,"Luri, Southern (Iran)",General,هونتون
Luri,"Luri, Southern (Iran)",General,خدا خرو دید و شاخش نداد
Luri,"Luri, Southern (Iran)",General,مارو کشته تیله مارو نهاده
Luri,"Luri, Southern (Iran)",General,جنگلی شتر دیده
Luri,"Luri, Southern (Iran)",General,تیی زمسون کوره
Luri,"Luri, Southern (Iran)",General,گلوه تشی کرده
Luri,"Luri, Southern (Iran)",General,و جهنم فدی سرت
Luri,"Luri, Southern (Iran)",General,پوزش چق پهنه لولش می کون عنتره
Luri,"Luri, Southern (Iran)",General,انگار از پشت فیل افتایه
Luri,"Luri, Southern (Iran)",General,تن خدا بیو من هونه
Luri,"Luri, Southern (Iran)",General,یه که بی
Luri,"Luri, Southern (Iran)",General,غلوم بی اور سه اومد و دور به قصر شاه پریون برد
Luri,"Luri, Southern (Iran)",General,ای سایت چق قشنگه
Luri,"Luri, Southern (Iran)",General,ایخوم حقمه بدرروم
Luri,"Luri, Southern (Iran)",General,تش وکارت بو
Luri,"Luri, Southern (Iran)",General,هر چه دیش عاقل بی خوش کلوعه
Caspian,Mazandarani (Iran),Tonekaboni,داره بوشُم
Caspian,Mazandarani (Iran),Tonekaboni,خرس اَنه بوخاره، ترکنه (اینه مو ریزنه)
Caspian,Mazandarani (Iran),Tonekaboni,مِره وشنایه
Caspian,Mazandarani (Iran),Tonekaboni,چای نوخارنُم
Caspian,Mazandarani (Iran),Tonekaboni,عالی با؛ ماچ تی جان، تی قربان بوشُم
Caspian,Mazandarani (Iran),Tonekaboni,آفتاب کُدام سَمت در بومه؟
Caspian,Mazandarani (Iran),Tonekaboni,اونه خدا بزه.
Caspian,Mazandarani (Iran),Tonekaboni,چی درست اَکوردی
Caspian,Mazandarani (Iran),Tonekaboni,کیجایِشان دارن بوشن
Caspian,Mazandarani (Iran),Tonekaboni,کیجایِشان دَبون بوشن
Caspian,Mazandarani (Iran),Tonekaboni,روان‌شناسشون بُرمِه کردنه خیلی خاصیت دانن و گونن بُرمِه کردن راهی هسه از فشار و استرس رها بِبی و درد و غم و غصه‌ره تحمل اَکُنی.
Caspian,Mazandarani (Iran),Tonekaboni,اون مربا خوردن داره.
Caspian,Mazandarani (Iran),Tonekaboni,می عمر ایتا غذا نوخارده بام.
Caspian,Mazandarani (Iran),Tonekaboni,تی زن و بچه چطورن؟
Caspian,Mazandarani (Iran),Tonekaboni,تی دست درد نکنه، این کلیپ گیوه هرسینیه پخش اَکوردی.
Caspian,Mazandarani (Iran),Tonekaboni,ای داد و بیداد، امی پیرشانه میراث بی پشت و پناه بمانسه.
Caspian,Mazandarani (Iran),Tonekaboni,بیشترشانه اول دفعه وینُم.
Caspian,Mazandarani (Iran),Tonekaboni,ای جان، امی شهره
Caspian,Mazandarani (Iran),Tonekaboni,درود فراوان به کُردِ زنان سرتاسر دنیا، از کرمانشا بگیته تا کردستان
Caspian,Mazandarani (Iran),Tonekaboni,هَروَخت نان دُرُست کَنه با، اَمره صِدا زَنه با. امی وَچِه‌یِشان هم هَمه اینه کِنارِ به صَف نیشِنه بیم و چِش دَوِسِنه بیم تا نانِ ساجه رو بِرِشته بابو و امی دَس بَرسه.
Caspian,Mazandarani (Iran),Tonekaboni,ببِردَن و بیارِدَن
Caspian,Mazandarani (Iran),Tonekaboni,داد و فَریاد
Caspian,Mazandarani (Iran),Tonekaboni,خُدا تِره بِداره
Caspian,Mazandarani (Iran),Tonekaboni,اَگَر حضرتِ حَقِّه اَمر نَبو، بَرگ از دِرَخت نَکَنه.
Caspian,Mazandarani (Iran),Tonekaboni,نوخارْدیم نان و گَندُم، اَما بِدِیم دَستِ مَردُم.
Caspian,Mazandarani (Iran),Tonekaboni,آن چیَه تا دَسِت اینه چِش فُرو نَکُنی، دَهان باز نَکونه
Caspian,Mazandarani (Iran),Tonekaboni,مَگِه تِره زَنگ نَزَن؟
Caspian,Mazandarani (Iran),Tonekaboni,فَریاد
Caspian,Mazandarani (Iran),Tonekaboni,کرکِتال
Caspian,Mazandarani (Iran),Tonekaboni,فِرار
Caspian,Mazandarani (Iran),Tonekaboni,بِگو مِره چَندی خونه خُش بِگْذره
Caspian,Mazandarani (Iran),Tonekaboni,تی پِیرِه لَعْنَت
Caspian,Mazandarani (Iran),Tonekaboni,امی هکِرِشان چیزی کَم از بَقّیه نِدارِن
Caspian,Mazandarani (Iran),Tonekaboni,خیلی جالِب بونه
Caspian,Mazandarani (Iran),Tonekaboni,فَقَد مُنتَظِرِه یکی از بازی‌های شیرینِت بو
Caspian,Mazandarani (Iran),Tonekaboni,مُنتَظِرِه تازه آتیش حِسّیم.
Caspian,Mazandarani (Iran),Tonekaboni,یعنی این‌که، کار نَکَنه.
Caspian,Mazandarani (Iran),Tonekaboni,گَرچه از ۱۰ تا کارِگَر تَشکیل بابا، ۱۵ سال طول کَشِنه.
Caspian,Mazandarani (Iran),Tonekaboni,به نَظَر آنه که بَقّیه آدَمِشان هم با تَیّاره شونِن لوگار.
Caspian,Mazandarani (Iran),Tonekaboni,به نَظَر آنه که ساخته این فرودگاه هم مِریخ رِسِنه.
Caspian,Mazandarani (Iran),Tonekaboni,دِرَختِ میوه کِرْم از خُودِشِه.
Caspian,Mazandarani (Iran),Tonekaboni,بیرونِ باغه که بِدِیم تا تَهِ باغه بِدِیم/بوخانسوم
Caspian,Mazandarani (Iran),Tonekaboni,حَرفِ اَگه شیشهٔ دِلِه اَکُنی، به بیرون دَرز نَکَنه.
Caspian,Mazandarani (Iran),Tonekaboni,حَرف تَا دِلِه مین داری، تی اختیار دره.
Caspian,Mazandarani (Iran),Tonekaboni,دِل ‌خا سفره نِیه هَمه پیش وا هَکُنی.
Caspian,Mazandarani (Iran),Tonekaboni,خِرسِ آهنگری دَوِسَن.
Caspian,Mazandarani (Iran),Tonekaboni,اَگَر آبه ‌هاونه مین دَکُنِن، نِزارنِن تو بیکار بی.
Caspian,Mazandarani (Iran),Tonekaboni,کُور اَگه بازار نُشه، بازار گَندِنه.
Caspian,Mazandarani (Iran),Tonekaboni,این آخَرین دَفعه‌.
Caspian,Mazandarani (Iran),Tonekaboni,چاه کَن همیشه تَهِ چاه دره.
Caspian,Mazandarani (Iran),Tonekaboni,غذا قیمت به نِسبَتِ اینه حجم خیلی گِران و غِیرِ مُنصِفانه هِسِه، ساندویچِ هیولای ژامبون در حَدِ وَچه‌غول هم نَبا، اَما ساندویچِ چوریتسو عالی و بسیار بسیار خوش‌مَزه با.
Caspian,Mazandarani (Iran),Tonekaboni,لُطف اَکونین از عکسِ اینترنتی استفاده نَکونین و عکسِ خُوده محصول بَنین. آخِه این کُجه و اون کُجه. مُتأسِفَم.
Caspian,Mazandarani (Iran),Tonekaboni,شدید آسیب بِدِیه با (طبقِ عکسِ آپلود شُده).
Caspian,Mazandarani (Iran),Tonekaboni,جای کیکِ وانیلی‌ه کاکائویی، یه کیکِ کاکائویی ساده ارسال اَکوردِن.
Caspian,Mazandarani (Iran),Tonekaboni,اینه خورش مَزه آب دنه با، ٪۹۵ حجم قیمه ‌لپه با؛ اَصلَن پیشنهاد نَکونُم.
Caspian,Mazandarani (Iran),Tonekaboni,بسیار عالی و خوش‌موقع، ممنونُم.
Caspian,Mazandarani (Iran),Tonekaboni,حَجمِ ساندویچ کُلان نِصف با.
Caspian,Mazandarani (Iran),Tonekaboni,عالی… فقط یه چَنگاله‌جا خالی با.
Caspian,Mazandarani (Iran),Tonekaboni,فوق‌العاده بی‌نَمَک با و بوی تُندِ گوشت دانه با.
Caspian,Mazandarani (Iran),Tonekaboni,اَوَل این‌که بویِ بَدی دنه با، دُوُم این‌که هَمه چیِه خارنه با جُز رُست‌بیفه که مِره یادِ گوشتِ آب‌پَزِ دیزی مین بِن‌داخته؛ بسیار خیس با، نان خُشک و بَد‌مَزه‌ای با. لُطفاً تَناسُبِ مایعات رو رعایت اَکونین؛ احتمالاً آخَرین باره که ایجه سفارش دنُم.
Caspian,Mazandarani (Iran),Tonekaboni,پس چِرا نیانی؟
Caspian,Mazandarani (Iran),Tonekaboni,اَما هم آنیم.
Caspian,Mazandarani (Iran),Tonekaboni,عَجَله هَکون.
Caspian,Mazandarani (Iran),Tonekaboni,پس کُجه دری عزیزُم؟
Caspian,Mazandarani (Iran),Tonekaboni,بیا بیشیم ناهار بوخاریم. وای نه، یه چی آشغال بوخاردم، می دِل بِهَم بِریخته.
Caspian,Mazandarani (Iran),Tonekaboni,مِنو تو و حَسَن
Caspian,Mazandarani (Iran),Tonekaboni,گُلو بُلبُلو سُنبُل
Caspian,Mazandarani (Iran),Tonekaboni,پَنج به‌علاوهٔ چار به‌علاوهٔ سِه
Caspian,Mazandarani (Iran),Tonekaboni,چِرا نِیانی پس؟
Caspian,Mazandarani (Iran),Tonekaboni,می کَمَر داغان بابا.
Caspian,Mazandarani (Iran),Tonekaboni,این کار خُو اندی فِس‌فِس کَردن و دیر جُنبیدن نیاز نِداره.
Caspian,Mazandarani (Iran),Tonekaboni,یه‌باره دیگه ایتا بابا وی هَمراه دعوا کانُم.
Caspian,Mazandarani (Iran),Tonekaboni,از بس خوب با، دِل پیچه بِیتُم.
Caspian,Mazandarani (Iran),Tonekaboni,چه ره ری؟
Caspian,Mazandarani (Iran),Tonekaboni,با کار/آدَمه خَطَرنَک در اَکِتی.
Caspian,Mazandarani (Iran),Tonekaboni,خُدا دانه، خَدیجه.
Caspian,Mazandarani (Iran),Tonekaboni,حالا اندی شُخُو‌شَنگ بودن و بگو بِخَند کَردن خوب نِیه.
Caspian,Mazandarani (Iran),Tonekaboni,مَگه کسی تِره دُنبال اَکوردِه؟
Caspian,Mazandarani (Iran),Tonekaboni,نانِ گَندُمِه هَضم کَردن مِعدهٔ فولادی خَانه.
Caspian,Mazandarani (Iran),Tonekaboni,ای شَخص خیلی خَسیس هِسِه.
Caspian,Mazandarani (Iran),Tonekaboni,چاقوی تیز، بَره‌ی نَره آماده هِسِه.
Caspian,Mazandarani (Iran),Tonekaboni,خوشتی‌ره بوخار، مردمِه‌ره دَکون.
Caspian,Mazandarani (Iran),Tonekaboni,تی پیره سفره سَرِ کوچه داره.
Caspian,Mazandarani (Iran),Tonekaboni,این شُکوفه‌شان چه زیبا هِسِن.
Caspian,Mazandarani (Iran),Tonekaboni,شیمی خانه
Caspian,Mazandarani (Iran),Tonekaboni,خُدا خَرِه بِدِیِه، اینه شاخ نَده.
Caspian,Mazandarani (Iran),Tonekaboni,طَرَف مَاره بوکُشته، اَما وَچه مَاره زِنده بَنه.
Caspian,Mazandarani (Iran),Tonekaboni,جنگلی شُتُر بِدیه.
Caspian,Mazandarani (Iran),Tonekaboni,زِمِستانه چِشم کوره.
Caspian,Mazandarani (Iran),Tonekaboni,پیچایه بُراغ اَکوردِه.
Caspian,Mazandarani (Iran),Tonekaboni,تی سَرِ فِدا، عِیب نَداره.
Caspian,Mazandarani (Iran),Tonekaboni,اینه دِماغ چَندی گَته. اینه لَب خُوده ميمونه موس.
Caspian,Mazandarani (Iran),Tonekaboni,اِنگار از فیل موس دَکِته.
Caspian,Mazandarani (Iran),Tonekaboni,تورو خُدا بفرمایین خانه دِلِه.
Caspian,Mazandarani (Iran),Tonekaboni,عَبدِه، این کیه؟
Caspian,Mazandarani (Iran),Tonekaboni,غُلام سیاه اَبره هَمراه بُما و کیجایه به قَصرِ شاهِ پَریان ببُرده.
Caspian,Mazandarani (Iran),Tonekaboni,این وب چَندی قشنگه.
Caspian,Mazandarani (Iran),Tonekaboni,خنوم، می یَقه پاره اَکونُم.
Caspian,Mazandarani (Iran),Tonekaboni,گی بوخاره، تی کاره.
Caspian,Mazandarani (Iran),Tonekaboni,بَرعَکسِ اینه مار که عاقِل با، این اِنگار توره.
Semnani,Semnani (Iran),Semnani,دارون مٍشین
Semnani,Semnani (Iran),Semnani,خٍرس ژو بَخورِه، مٍتٍرکییِه (ژو می مٍریژییَن)
Semnani,Semnani (Iran),Semnani,وَشُنون
Semnani,Semnani (Iran),Semnani,اَ چایی مٍناخارون
Semnani,Semnani (Iran),Semnani,عالی با، بوسا تَه جُوْن، تَه دُوْر بَگٍردون
Semnani,Semnani (Iran),Semnani,اَفتُو کُمین وَر پی بیرین اٍمیچی؟
Semnani,Semnani (Iran),Semnani,خُدِه ژو بوکوآچی
Semnani,Semnani (Iran),Semnani,چیچی دُرُست کٍرچَه؟
Semnani,Semnani (Iran),Semnani,دُختٍری دارَن مٍشین
Semnani,Semnani (Iran),Semnani,دُختٍری دٍرشُن مٍشِن
Semnani,Semnani (Iran),Semnani,رٍوانشٍناسی بُرمِه رَه خاصییٍّتی زیادی بٍشمارچیشُن و بُرمَه بٍجٍندییُن بٍرایی فٍشار و دٍلواسِه وُ تَحَمُّلی دَردی و غَم و غُصتِه خُوْ مٍزُنَن.
Semnani,Semnani (Iran),Semnani,اون مُرٍبّا بُخوردییُن دارِه
Semnani,Semnani (Iran),Semnani,دٍلَه عُمرین، چٍنین چیزایی نَخورچَن.
Semnani,Semnani (Iran),Semnani,جٍنییَه وَچِه چٍطُوْرییَن؟
Semnani,Semnani (Iran),Semnani,شٍما دَست دَردی نَکٍرِه بابٍتی پَخش واکٍردی اٍن کٍلیپین دَربارِه‌ای گیوِه‌یی هِرسینی
Semnani,Semnani (Iran),Semnani,صِه داد و بیداد بٍرایی هَما پییٍرون کو بی پُشت و پٍناه بٍمُنچَن
Semnani,Semnani (Iran),Semnani,ویشتٍرییون، اُوْلٍمین دَفَه‌یَه کو مِینون.
Semnani,Semnani (Iran),Semnani,اِی جان، هَما شَهری رَه.
Semnani,Semnani (Iran),Semnani,سٍلامی فٍراوُنی بٍر کُردی جٍنی، کٍرمُنشاه پی بَگیر تا کُردٍستان
Semnani,Semnani (Iran),Semnani,هَر وَخت نون مٍپٍتِش هَما صٍدا مٍکٍردِش. هَما زِکَه زَرییَن هَمَه ای رَج ژین پَلی مٍنییٍستین و چَش بٍه رِه مٍمُندین تا نون دیمَه ساجی بٍرٍشتَه وابو وُ هَما دَست اٍندِه.
Semnani,Semnani (Iran),Semnani,بٍبٍرد و بیارد
Semnani,Semnani (Iran),Semnani,داد و فٍریا
Semnani,Semnani (Iran),Semnani,خُدا نیگٍهدار
Semnani,Semnani (Iran),Semnani,اَگٍر اَمری حَضرٍتی حَقّي نَبو، اییَه وَلگَه دارین پی مَنٍکِه.
Semnani,Semnani (Iran),Semnani,اَگٍر گُندُمین نون نَخورچیمُن، مَرتُمُن دَست بٍدیچیمُن
Semnani,Semnani (Iran),Semnani,اون چیچییَه کو تا دَست ژو دِلَه چَشون نَکِرا، آلَه مِناکٍرِه؟
Semnani,Semnani (Iran),Semnani,مِگَه تَه رَه زَنگَه نَکوآچیشُن؟
Semnani,Semnani (Iran),Semnani,فٍریا
Semnani,Semnani (Iran),Semnani,هٍلاک
Semnani,Semnani (Iran),Semnani,بُوْریت
Semnani,Semnani (Iran),Semnani,مو رَه با چٍقٍد خُوْ مٍبو
Semnani,Semnani (Iran),Semnani,نَلٍت بٍر تَه پییٍر
Semnani,Semnani (Iran),Semnani,هَما هَکٍری هِچ چی پی مَنٍتٍرسَن
Semnani,Semnani (Iran),Semnani,خِیلی جالٍب مٍبو
Semnani,Semnani (Iran),Semnani,فَقٍد مُنتَظٍری ای وازی‌یی شٍرینی با
Semnani,Semnani (Iran),Semnani,هَما مُنتَظٍری تازَه‌تٍرین آتٍشی مٍمُنین
Semnani,Semnani (Iran),Semnani,یَعنی اٍن کو ساختَه مَنٍبو.
Semnani,Semnani (Iran),Semnani,با اٍنی کو دَس کاریگٍری دَرَن، پُنزَه سالی طول مِنجِه.
Semnani,Semnani (Iran),Semnani,خالمٍکَه اَفرادی دیگٍری هَم با هٍواپِیمِن لوگٍر مٍشین.
Semnani,Semnani (Iran),Semnani,ساختی اٍن فُرودگِن هَم مٍثلی مٍرّیخ بٍشییُنی مٍمُنِه.
Semnani,Semnani (Iran),Semnani,میوَه دارین کٍرم، ژین پی‌یَه.
Semnani,Semnani (Iran),Semnani,بیرینی رَزی کو بٍدیمُن، خالمٍکَه تا تَیی رَزی بٍدیچیمُن
Semnani,Semnani (Iran),Semnani,حٍکاتی اَگٍه دٍلَه شیشِه کَه، بازَم بٍه بیرین دَرز ماکٍرِه.
Semnani,Semnani (Iran),Semnani,حٍکاتی تا دٍلَه دٍلی دار، ژُن اٍختیار تَه دَست دَرَه.
Semnani,Semnani (Iran),Semnani,دٍل سُفرَه کو نییَه، هَمُنُن گَل هیلا واکَه.
Semnani,Semnani (Iran),Semnani,خٍرسی بٍبٍرچیشُن اُوْنگٍری.
Semnani,Semnani (Iran),Semnani,اَگٍه گیابو اُوْ دٍلَه هُوٍنگی بَکوتَن، تَه مٍنارزِه ویکار با.
Semnani,Semnani (Iran),Semnani,کور اَگٍه واژار نَشو، واژار مٍگُندییِه
Semnani,Semnani (Iran),Semnani,اٍن آخٍرین کَردَه‌یَه.
Semnani,Semnani (Iran),Semnani,چاخو هَمیشَه تَیی کِئین دَرَه.
Semnani,Semnani (Iran),Semnani,قِیمٍتی چی نٍسبٍت بٍه میقدار غٍذایی، خِیلی گٍرُنَه وُ مُنصٍفانَه نییَه. ساندِویچ هَیولایی ژامبون، دٍر حَدّی وَچَه غولی هَم نَبا، اَصلَن هَم بامَزَه نَبا، اَمّا ساندِویچی چوریتسو عالی و خِیلی بامَزَه با.
Semnani,Semnani (Iran),Semnani,لُطف هاکٍرین عَکسایی اینتٍرنٍتی پی ایستیفادَه ناکٍرین، اون عَکسایی کو خوشتٍرَه دُرُست کٍرچیتُن وارزین، آخٍه اٍنی کُجَه وُ اونی کُجَه. مُتَأسٍفون
Semnani,Semnani (Iran),Semnani,خِیلی خٍراب بٍبابا
Semnani,Semnani (Iran),Semnani,بٍه جایی کِیکی وانیلی کاکائویی، کِیکی کاکائویی سادِه وِسی بٍبابا.
Semnani,Semnani (Iran),Semnani,ژو خورِش اُوْین مَزَه دٍردِش و نُوِه وُ پَنج دَرصَدی ژو قِیمٍتی لَپِه بِن، اَصلا سٍفارٍش مٍناکٍرون.
Semnani,Semnani (Iran),Semnani,خِیلی عالی و بٍه مُوْقَه با، مَمنینون.
Semnani,Semnani (Iran),Semnani,ساندٍویجین اٍندازَه نٍصف بٍبابا.
Semnani,Semnani (Iran),Semnani,عالی با، فَقٍد جایی اییَه چٍنگالین خالی با.
Semnani,Semnani (Iran),Semnani,خِیلی بی‌نٍمٍک با وُ بویی تُندی گوشتی مادِش.
Semnani,Semnani (Iran),Semnani,اُوٍّل اِن کو بویی بَدی دٍردِش، دویُّم اٍن کو بٍه هَمَه چی مُخورد، غِیری رَست بیف، جوری کو گوشتی آب پِزی کو دٍلَه دیزین وٍندِش خِیلی خُستَه بِبابا، نونی خُشک و بَدمَزِه‌ای دٍردِش. لُطفَن اٍندازِه‌ای مایِعاتی رٍعایٍت هاکٍرین. اٍحتٍمالَن آخٍرین دَفَه‌یَه کو اٍنجو چی مارون.
Semnani,Semnani (Iran),Semnani,پَس چٍرَه مٍنییا؟
Semnani,Semnani (Iran),Semnani,هَما هَم مِن.
Semnani,Semnani (Iran),Semnani,جَلدی با.
Semnani,Semnani (Iran),Semnani,پَس کُجَه دَرِه عَزیزی مو؟
Semnani,Semnani (Iran),Semnani,بیا بَشین ناهار بَخورین، وای، نَه، ای چی‌ئی آشغالی بُخوردَن، مو دٍل هُم ریتَه‌یَه.
Semnani,Semnani (Iran),Semnani,اَ وُ تو وُ حَسَن.
Semnani,Semnani (Iran),Semnani,گُل و بُلبُل و سُنبُل.
Semnani,Semnani (Iran),Semnani,پَنج با چار و هِیرَه.
Semnani,Semnani (Iran),Semnani,آخٍه پَس چٍرَه مٍنییا؟
Semnani,Semnani (Iran),Semnani,مو کَمٍر داغُن وابا.
Semnani,Semnani (Iran),Semnani,اٍن کاری کو اٍنقٍد چُس چُس کٍردییُن و دیر بٍجُنبییُن نٍدارِه.
Semnani,Semnani (Iran),Semnani,اینی دَفَه اٍنجور بَبو، ژو رَه دَعوا ماکٍرون.
Semnani,Semnani (Iran),Semnani,بَسکی خُوْ با، دٍل پیچَه بِگیتَن.
Semnani,Semnani (Iran),Semnani,چیچی بالا؟
Semnani,Semnani (Iran),Semnani,با کاری/ آدَمی خَطٍرناکی دٍکٍچی.
Semnani,Semnani (Iran),Semnani,خُدا مٍزُنِه، خَجَّه.
Semnani,Semnani (Iran),Semnani,اٍسَه اٍنقٍدَن شوخ و شٍنگ بییُن و بٍگو بٍخَند هاکٍردییُن خُوْ نییَه.
Semnani,Semnani (Iran),Semnani,مٍگَه کٍسی تَه دٍنبالَه کٍرچی؟
Semnani,Semnani (Iran),Semnani,گُندُمین نون هَضم کٍردییُن، اییَه آسُنین تٍلَه مٍگی. 
Semnani,Semnani (Iran),Semnani,اٍن خِیلی خَسیسَه.
Semnani,Semnani (Iran),Semnani,تیژَه کاردی، نَرَه وَرِه رَه بییِمیچی.
Semnani,Semnani (Iran),Semnani,خوشتُنَه بَخُوْ، مَرتُمُنَه تُوْن کَه.
Semnani,Semnani (Iran),Semnani,تَه پییِر سُفرَه سَری کیژِه هٍشتَه
Semnani,Semnani (Iran),Semnani,اٍن گوفکی چٍقٍد قَشٍنگییَن.
Semnani,Semnani (Iran),Semnani,شٍما کییَه.
Semnani,Semnani (Iran),Semnani,خُدِه خَری بٍدیچی کو شاخی ژو نَدِچِش.
Semnani,Semnani (Iran),Semnani,مَر بُکُشچِش، مَرَه وَچَه زَندَه واشچِش.
Semnani,Semnani (Iran),Semnani,جَنگٍلی، اُشتُر بٍدیچی.
Semnani,Semnani (Iran),Semnani,زٍمٍستُنی چَش کورَه.
Semnani,Semnani (Iran),Semnani,روئِن بُراق کٍرچی.
Semnani,Semnani (Iran),Semnani,فٍدایی تَه سَری، عِیبی نٍدارِه.
Semnani,Semnani (Iran),Semnani,ژو وٍنییَه چٍقٍدَه پَهنِه، ژو لُوْشِه عَنتٍرین کینین وارییَن.
Semnani,Semnani (Iran),Semnani,اٍنگار کو فیلی کینین پی بٍکٍچی.
Semnani,Semnani (Iran),Semnani,تَه بٍه خُدِه بَفٍرمین دَنین کییَه.
Semnani,Semnani (Iran),Semnani,عَبدَه اٍن کی با؟
Semnani,Semnani (Iran),Semnani,غُلُم با سیاه اَبری بییٍما وُ دُختٍرین بٍبٍردِش بٍه قَصری شاهی پَرییُنی.
Semnani,Semnani (Iran),Semnani,اٍن وٍبَه چٍقٍدَه قَشٍنگِه.
Semnani,Semnani (Iran),Semnani,مٍگَن یَخَه تٍکَه جٍر بَدون.
Semnani,Semnani (Iran),Semnani,گَند بَگٍنِه تَه دٍلَه کارین.
Semnani,Semnani (Iran),Semnani,بَرعَکسی ژو مار کو عاقٍلَه بییَه، او اٍنگار دیوٍنَه‌یَه.
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",دەرەم چەم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",خەرس ئاوه بۆخۆوەی، ترەکە. (موێلی ڕەزە.)
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",گۆسنمە
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",مە چای نیخۆوم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",فره خاس بی، ماچ و گیانت، قوربانت بچم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئه‌فتەو و کورە دەرهاتیه؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئاوه خۆدا داسە لی.
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",چه دۆرۆس کەردیده؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",دوتەیل دەرەن چەن
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",دوتەیل داشتن چیان
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ره‌وانناسه‌گان خاسییه‌یل فره‌ێگ ئه‌ڕاێ گیره‌ کردن شمارینه‌ و گیره‌ کردن ڕێگه‌ێ ئه‌ڕاێ ئازاد بین له‌ ده‌س فشار و ئسترسه‌یل ژیان و تاوشت ژان و خه‌م و خوسه‌ زانستنه‌.
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",او مربا خواردن دری
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",له مدت عمرم ایجو غذایله نخواردمه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",مناڵەیل و ئات ئەیال چۊنن؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",دستان خوش ئەڕا ای کلیپه که پخش کردینه درباری کلاش هرسینی
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئاخ و داخ ‌‌ئەڕا میراث باوانمان که بێ پشتگیری که‌تێەسه پراوێز
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",اول باره بیشتریان دیونم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ای گیان ئەڕا شارگمان
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",درود فره و ژنیل کورد له سراسر گیتی له کرماشان بگر تا کوردستان.
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",هه‌ر وه‌خت نان کردیاد هاتیاد چڕیاده‌مان. ئیمه‌ مناڵه‌یل گشت وه‌ رزاره‌و نیشتیایمنه‌ شانێ و چه‌وه‌ڕێ وسیایم نانه‌ ساجیه‌گانێ له‌ وه‌رتاوه‌ برشته‌ بکه‌ێد و به‌ێده‌ ده‌سمانه‌و.
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",بەڕدێنو هاوەڕدەن
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",دادۆ هاوار
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",خۆدا نەگادارت
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئەگەر خۆدا نێتەوێ، هۆچ بلگیگ و دارو نەکەفێد
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",شاید نەخواردیمە نانە گەنم، وەلی دیمەنە دسە مەردەم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئاوه چه‌س تا ده‌س نەکەیده ناو چاوی، دەم وا نەکەی؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",مەگە وە پیت زەنگ نیان؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",هاوار
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",شەکەت
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",درچین
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",بۆش چه‌نی قەڕاره خوش بگەزەرێد
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",له‌ئنت و باوگەت
