language,dialect,accent,text
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",هەکەڕەیلە ئیمه چەشتیگ و ئاوانە کەم نەیڕن
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",فره جالبوو بوو
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",فەقەت چاو وه ڕی یەکیگ لە بازیەیلە شیرینەد بوو
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",چاو وه ڕی ئاگەرە تازە بووم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",یانی کار نەکەید
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",وە ده گەله فەله تشکیلوو بیه، ئەما پانزە ساڵ توول کێشه‌د
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",وە نەزەر تێیەی ئاێمەیل ترَکیش و هواپەیما چەنە لۆگار
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",وە نەزەر تێیەی دۆرۆس کەردنە ئی فڕودگاهه ڕەسەده مەڕیخ
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",دارە میوە، کەرم لە خۆویه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",درە باخەگه بونی، تا تایی باخ دونی
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",قسە ئەگەر بکەیدە‌ی ناو شیشە، پەخشوو بوود
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",قسە تا ها ناو دڵەت هەنە خۆوده
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",دڵ سەفره نیە ئەڕا هەر کەسیگ پانی بکەید
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",خەرس بسەنە و ئاھەنگەری
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئەگەر بایه ئاو لە هاوان بکەید تا بۆکوتی، نەیڵێد بیکاڕوو بوود
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",کور ئەگەر نەچوودا بازاڕ، بازاڕ گه‌نە
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",یه کەرتە ئاخەرە
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",چاکن هەمیشە ها تای چا
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",قەیمەتە ئاو یەی زڕه قەزا نێسبەت وە ئەندازەی فره فره بان بی. وەڵا حەق نەیێو. ساندوێجەگێ هەیولای ژەمبۆن لە حەد یەی منالە غولێگیش نەیێو. ئەصڵنیش مەزه نیاشت. وەڵی ساندوێجە چوریتسو فره خاس بی فره فره خۆشمزه بی
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",لطف بکەین و ئکسەیڵ ئینتەرنتی ئستفادە نەکەین و ئکسە مەحصولە خۆدان بیڵین. ئاخە یه کۆره ئاوا وە کۆره؟ موتەئەسفەم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",فره خەراو بی (جۆرە ئکسەگێ کە ئاپلۆود بیا)
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",وە جی کێیکە وانیلی کاکاوویی، کێیکە کاکاوویی سادە کل کەردون
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",خۆرشتەگێ مزەی ئاو دیا، گەشتیشی لەپە بی، ئەصلن پێشنهاد نه‌کەم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",فره خاسو وە موقە، ده‌سەدان دەرد نه‌کەی
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",حەجمە ساندوێجەگێ کۆلن دو کۆتۆو بوو
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",خاس ... فەقەت جی یەی چەنگیریگ خالی بی
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",فره بی نمک بی، بوی گه‌نە گوشتیش دیا
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئه‌وەڵ یه کە بوی گه‌نێگ دیاد، دۆوەم یه کە وە گەچەشت خواردیا جز ڕۆست بیف، کە کەفتەمه یادە گوشتە ئاوپزە ناو ئاگوشت، فره خیس بی، نانی خۆشک و بدمزه بی. لطفی بکەین ئەندازەی مایعاتو تاناسوبی ڕۆعایت بکەین، دی بارە ئاخەره وە ئیره سەفارش دەم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",په ئەڕا نێتیەی؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئیمەیش تێیەم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",زوو که
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",په هایده کوو عزیزەکم؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",باو بچیم ناهار بخوێم. آی نه، یەی چەشتە گه‌نێگ خواردەمە، دڵەم شیویاسە یەک
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",منو تۆنو حەسەن
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",گۆڵۆ بڵبڵۆ سۆمۆڵ
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",پەنج بە ئەلاوەی چوار بە ئەلاوەی سێ
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",یه په ئەڕا نێتیەی؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",کەمەرەم شێکیا
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئی کارە ئەقوەره وە فس فس کەردنو دێر جۆمین نیازێ نێرێ
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",یەی دەفعە تەر ئیجو بوود وە گەردی جەنگ کەم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئەقوەره خاس بی، دڵەم شیویاسە وە یەک
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئەڕا؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",وە گەردە ئاێه‌مە خەتەرناکێگ دەر کەفتیه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",خۆدا زانێ، خەدیجە.
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",دی ئەقوەرەیش شوخو شێنگ بوون و خه‌نە خه‌نە کەردن خاس نیە
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",مەگە هیشتەنەسه شوونەت؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",نانە گەنم ئەڕای هەزم مەدەی فولادی توێ
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئی ئاێه‌مە فره ده‌س و شەکە
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",چقوی تیژ، ئەڕای کاوەره‌گه هاتیه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئەڕای خۆوت بخۆوه، ئەڕای مەردەم بکە وه‌ر
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",سەفرەی باوگ ئیوه ها سەرە کوچه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئی گۆڵ‌دەمەیله چه‌نی قەشەنگەن
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ماڵ ئیوه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",خۆدا خەره‌گه دی کە شاخ نیاسه پی
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئاو طەره‌فە ماره‌گه کوشت، ئەما مناڵ ماره‌گه زەنه هیشت
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",جەنگەلی شوتور دیاس
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",چاو زەمسان کوڕە
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",پەشی‌یه‌گه بۆڕاغ کەردیه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",خڕە سەرەت. ئەیبیگ نێرێ
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",لوتی چه‌نی سڕە. دەمی مه‌نیده قەنە ئنتەر
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",چۆمانی وە قەنە فیل کەفتیه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",تۆنو خۆدا باینه ناو ماڵ
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئبده یه کی بی؟
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",غلام وەگەردە ئاۆرە سیه هات و دۆت‌گه برد و قەصرە شای پەریان
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",ئی وبه چه‌نی قەشەنگه
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",تۆوام یەخه بدەڕەم
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",گو وە ناو کارەگەت
Kurdish,"Kurdish, Southern (Iran)","Kurdish, Southern",برعەکسە داڵگی کە زانا بی، خۆی وە نەزەر شیته
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,dāroshe  
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,khers o ro vakhra traka
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,vāshnama
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,me chāyi nakhre
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,"kheyli khib bo, buch var junod, korbunod be."
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,tow kovari barem za
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mo ji khzāsho koshta
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,chechi dederese kārta
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,dotogun dāran shan
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,dotogun dāshtan shoan
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,ravānshenāsa kheyli khāsiat māle shakārtvun shnevāta o shakārtvun ro māle prār az feshāre delhora o tahamole dard o gham o ghosa zonan. 
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,o morabāe khārtvun dāra.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,dar tule amrom mobsa chomoei nkhārta
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,at o ayālod chinan?
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,dashteto dard nakra māle pakhshe mo kelipe malekiye harsini
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,ey dādo bidād māle arse sarāmun ge bi poshto panā nanan. 
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,beshtariyāshun avalin karan gevine
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,ey jun var shārmo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,dorude farāvun be yanune korde sarāsare donyā az karmunshā frānta tā kordestun
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,hār vakh nun shederese ka vājshamoka. mā vachegun ji hma veche nāshim o chame rāe manim tā nun ri towa breshta vebu omnedāshta
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,bārtvun o hārtvun
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,dād o bidād
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,khzānegadār
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,agar amre khzā nabo pari az derakh naka
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,age mo nakhorte nun ganom mnedize dashte mārdom
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,o che chion tā dashe tu chame foru nakni lope vā nakre
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mage zang shu nakoshte
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,dād
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,muna
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,prār
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,veā chekade khashon
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,la'nat be sarod
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,hakerhaye mā az ashki kamtar nahan
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,kheyli jāleba bo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,paghat chame rāe yaki az chmāshoye khashod bo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mā cham be rāye tāzhatarin tash banobim
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,yani sāt nashut
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,agerche az datā kāregar sāteshta vali punza sāl tule kashe
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,be cha merasa ge ādamoye be ji bano khoze havāpeimā be Logere shan
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,sātvune mo porudgāe rowe shozvun be merikhon
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,"drākhte miva kerm az khoshon.
"
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,bare bā ge mudi tā toge bā mnediza.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,gap age tu shesha kre bare shu.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,gap tā tu dele khoda hokme khoda.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,del kho sopra nahon pishe hma pecho kre.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,kherso shne āhengeri bāshta.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,agə ow she tu yānae veka ge bekuze nahārza bikār be.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,kur agə bāzār nashu bāzār gene prāna. 
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,owde kize ākhera.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,chāken hemisha toge chāha.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,kimate chom nesbat be hajmosh kheyli kheyli gerunon o ziāti gerunon sāndeviche hayulāye zhāmbon kade vache ghul ji nabo aslosh ji mazash nadārt vali sāndeviche choritso āli o kheyli kheyli khash bo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,marhamat vekri o az aksāye interneti estefāde makrid o akse khoe mahsul ro onit ākhe mo koyā o o koyā mota'sefe
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,kheyli dāghune bzabo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,yāge keyke vānili kākāui keyke kākāui sāda shnefta bo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,khoreshtosh maze ow shedā o navado panj darsade hajme gheymash lapa bo aslosh chi pishnahād nakre
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,kheyli āli o be mowqa mamnunam
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,hajme sāndevichosh aslan nesfa beza
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,āli ... paghat yāge yaki changāl khāli bo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,kheyli kheyli bimnak bo o buze tonde gush shadā
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,aval moyege buze badish dārt dovom moyege behmachia kha bejoz rostbif juri ge ma she vire gushte ow paze tu diza va kheyli khis bo nune hoshk o badmazeish dārt lotfan tanāsobe māye‘āt ro re‘āyat okri ahtemālan ākharin karatian ke sefāresh az muyete 
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,pa chera nāye
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mā jie tāyim
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,zibo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,koyāyi azize delom
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,bio beshim chom vakhrim. vāy na ya chome āshghāli mkharta delme gale hama
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mao to o Hasan
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,gulo bolbolo sonbol
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,panj o chār o se
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,ākhe cherā nāyi
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,kmarom az beyn sho
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mo kāre ke mokade be pes pes kārtvun o kineham jomnāzvun nadāra
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,yakarebe mobsare bo khozod davokre
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,okadi khib bo delpiche prānte
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,māle chechi
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,bā ādame khatarnāki barekāpta
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,khza dāna Khadije
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,ya mokade ji shukh o shang bozvun begu bekhand kārtvun khib nahon
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mage kshomide peya
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,nune ganom shekame puladi shāvā
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mo ādame kheyli gadāon
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,chaghuye tij māle vereye naron
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,māle khod vakho māle mārdom var ko
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,sofre babāt tā sare kion
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mi gole chekade jevunan
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,Kse shmā
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,khzā kharshe diza o shākhosh nadāda
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,teraf mārshe khoshta vali vache mārshe zande nāza
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,jangali oshtorshe diza
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,chame viāsun kuron
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,gorbasha borāqe karta
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,pede sarod yākish nahen
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,puzosh chekade pechon. loposh rowe poshte antaron.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,angār ge az poshte pile kāpta
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,to ra be khza beparmāyi tu ksa.
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,Abdo mokebo
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,gholum khoze awre siā oma o dotog she qasre showe pariun ba
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,mo vebe chekade khashon
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,māvā gerivuname teka kre
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,gand vakhra tu kārod
Central Iran,"Dari, Zoroastrian (Iran)",Yazdi,pechvārim memāsh ke āqel bo khosh mazani divunaon
Persian,Dari (Afghanistan),General,مه میرم
Persian,Dari (Afghanistan),General,خرس که او ره بخوره، میترکه. (موهایش میریزه.)
Persian,Dari (Afghanistan),General,گشنه استم
Persian,Dari (Afghanistan),General,مه چای نمیخورم
Persian,Dari (Afghanistan),General,عالی بود؛ صدقه سرت شوم، قربانت شوم
Persian,Dari (Afghanistan),General,آفتاب از کدام طرف برآمده؟
Persian,Dari (Afghanistan),General,او ره خدا زده
Persian,Dari (Afghanistan),General,چی جور کدی؟
Persian,Dari (Afghanistan),General,دخترا روان استن
Persian,Dari (Afghanistan),General,دخترا میرفتن
Persian,Dari (Afghanistan),General,روانشناسا خاصیت های زیادی ره برای گریه کدن گفتن و گریه کدن ره برای خلاص شدن از فشار استرس و تحمل درد و غم و غصه میدانن.
Persian,Dari (Afghanistan),General,او مربا خوردن داره
Persian,Dari (Afghanistan),General,در تمام عمرم ایطور غذاها نخوردیم
Persian,Dari (Afghanistan),General,فامیل چطور استن؟
Persian,Dari (Afghanistan),General,دست تان درد نکنه برای پخش ای کلیپ درباره گیوه هرسینی
Persian,Dari (Afghanistan),General,ای داد و بیداد برای میراث پدرای ما که بی پشت و پناه ماندن
Persian,Dari (Afghanistan),General,بسیاری شانه بار اول اس که میبینم
Persian,Dari (Afghanistan),General,جانم فدای شهر ما
Persian,Dari (Afghanistan),General,سلام فراوان به زنان کورد سراسر دنیا از کرمانشاه گرفته تا کوردستان
Persian,Dari (Afghanistan),General,هر وقت نان پخته میکرد صدای ما میکرد. ما بچه ها هم کل ما به صف پهلویش میششتیم و چشم به راه میماندیم تا نان روی ساج بریان میشد و به دست ما میداد.
Persian,Dari (Afghanistan),General,بردن و آوردن
Persian,Dari (Afghanistan),General,چیغ و فریاد
Persian,Dari (Afghanistan),General,خدا نگهدار
Persian,Dari (Afghanistan),General,اگه امر حضرت حق نباشه، برگی از درخت نمیفته.
Persian,Dari (Afghanistan),General,اگه نخوردیم نان گندم، اما دیدیم دست مردم
Persian,Dari (Afghanistan),General,او چیست تا دست به چشمش فرو نکنی، دهان باز نمیکنه؟
Persian,Dari (Afghanistan),General,مگه برت زنگ نزدن؟
Persian,Dari (Afghanistan),General,چیغ
Persian,Dari (Afghanistan),General,مانده
Persian,Dari (Afghanistan),General,گریز
Persian,Dari (Afghanistan),General,بگو چقه سرگرم کننده خواهد بود.
Persian,Dari (Afghanistan),General,لعنت بر پدرت
Persian,Dari (Afghanistan),General,هکر های ما هیچ کم از دیگران ندارن.
Persian,Dari (Afghanistan),General,بسیار جالب خواهد بود.
Persian,Dari (Afghanistan),General,فقط منتظر یکی از بازی های شیرینت باش.
Persian,Dari (Afghanistan),General,ما منتظر تازه ترین آتش خواهیم ماند
Persian,Dari (Afghanistan),General,به ای معناست که، ساخته نخواهد شد.
Persian,Dari (Afghanistan),General,با اینکه از ده کارگر تشکیل شده، ۱۵ سال طول میکشه.
Persian,Dari (Afghanistan),General,به نظر میرسه که سایر افراد نیز با طیاره به لوگر خواهند رفت ...
Persian,Dari (Afghanistan),General,ساخت ای میدان هوایی نیز به نظر میرسه مشابه رفتن به مریخ باشه.
Persian,Dari (Afghanistan),General,درخت میوه کرم از خودش است. 
Persian,Dari (Afghanistan),General,بیرون باغ که دیدیم تا انتهای باغ را دیده ایم. 
Persian,Dari (Afghanistan),General,حرف اگر داخل شیشه کنی به بیرون درز خواهد کرد. 
Persian,Dari (Afghanistan),General,حرف تا در دل داری در اختیار تست.
Persian,Dari (Afghanistan),General,دل که سفره نیست پیش همه پهن کنی. 
Persian,Dari (Afghanistan),General,خرس را به آهنگری بسته‌اند.
Persian,Dari (Afghanistan),General,اگر باید آب را در هاون کند که بکوبی نمی‌گذارد بیکار باشی. 
Persian,Dari (Afghanistan),General,
Persian,Dari (Afghanistan),General,
Persian,Dari (Afghanistan),General,آیت کرت آخر است. 
Persian,Dari (Afghanistan),General,چاه کن همیشه ته چاه است. 
Persian,Dari (Afghanistan),General,قیمت غذا مسبت به حجم غذا خیلی خیلی گرون و غیر منصفانه ست ساندویچ هیولای ژامبون در حد بچه غول هم نبود و اصلا هم خوشمزه نبود اما ساندویچ چوریتسو عالی و بسیار بسیار خوشمزه بود
Persian,Dari (Afghanistan),General,لطف کنید از عکس‌های اینترنتی استفاده نکنید و عکس خوده محصولتون رو بزارید. اخه این کجا و اون کجا. متاسفام
Persian,Dari (Afghanistan),General,شدیدا اسیب دیده بود (طبق عکس اپلود شده)
Persian,Dari (Afghanistan),General,به جای کیک وانیلی کاکائویی، کیک کاکائویی ساده ارسال شده بود.
Persian,Dari (Afghanistan),General,خورشتش مزه آب میداد و ٩٥٪‏ حجم قیمش لپه بود: / اصلا پیشنهاد نمیکنم!!:
Persian,Dari (Afghanistan),General,بسیار عالی و به موقع، ممنونم
Persian,Dari (Afghanistan),General,حجم ساندویجش کلا نصف شده!
Persian,Dari (Afghanistan),General,عالی.. فقط جای یه چنگال خالی بود
Persian,Dari (Afghanistan),General,فوق العاده بی نمک بود و بوی تند گوشت میداد
Persian,Dari (Afghanistan),General,اول اینکه بوی بدی داشت دوم اینکه به همه چیز میخور به جز رست بیف جوری که منو یاد گوشت آب پز داخل دیزی انداخت بسیار خیس بود نان خشک و بد مزه‌ای داشت لطفا تناسب مایعات رو رعایت کنید احتمالا آخرین بار هست که سفارش از اینجا میدم
Persian,Dari (Afghanistan),General,پس چرا نمی‌آیی؟
Persian,Dari (Afghanistan),General,ما هم می‌آییم
Persian,Dari (Afghanistan),General,عجله کن
Persian,Dari (Afghanistan),General,پس کجایی عزیزم؟
